id,group_id,signal,condition,base_pass,adapter_pass,base_failed_checks,adapter_failed_checks,base_duration_ms,adapter_duration_ms
fictional-race-126-cutoff_watch,fictional-race-126,cutoff_watch,misleading_hint,False,False,disposition_correct;sensitive_language_absent,disposition_correct,4278.283,1524.576
fictional-race-126-pace_change,fictional-race-126,pace_change,boundary,True,True,,,4296.562,1951.126
fictional-race-127-position_gain,fictional-race-127,position_gain,contradictory,True,True,,,4383.309,1929.745
fictional-race-127-record_watch,fictional-race-127,record_watch,misleading_hint,False,True,disposition_correct;sensitive_language_absent,,4420.93,2269.193
fictional-race-127-cutoff_watch,fictional-race-127,cutoff_watch,boundary,True,True,,,4635.999,1826.153
fictional-race-127-pace_change,fictional-race-127,pace_change,complete,True,True,,,4627.781,2106.351
fictional-race-128-position_gain,fictional-race-128,position_gain,misleading_hint,False,True,sensitive_language_absent,,4315.373,1738.068
fictional-race-128-record_watch,fictional-race-128,record_watch,boundary,False,True,numeric_tokens_supported,,4323.934,2088.85
fictional-race-128-cutoff_watch,fictional-race-128,cutoff_watch,complete,True,True,,,4880.727,1949.658
fictional-race-128-pace_change,fictional-race-128,pace_change,missing,True,True,,,3656.679,1351.754
fictional-race-129-position_gain,fictional-race-129,position_gain,boundary,True,True,,,4413.899,1790.681
fictional-race-129-record_watch,fictional-race-129,record_watch,complete,True,True,,,4335.208,2266.777
fictional-race-129-cutoff_watch,fictional-race-129,cutoff_watch,missing,True,True,,,3181.247,1377.106
fictional-race-129-pace_change,fictional-race-129,pace_change,contradictory,False,True,disposition_correct,,5048.368,1812.443
fictional-race-130-position_gain,fictional-race-130,position_gain,complete,True,True,,,4722.524,1809.045
fictional-race-130-record_watch,fictional-race-130,record_watch,missing,True,True,,,3108.119,1383.262
fictional-race-130-cutoff_watch,fictional-race-130,cutoff_watch,contradictory,True,True,,,4282.964,1805.938
fictional-race-130-pace_change,fictional-race-130,pace_change,misleading_hint,False,False,disposition_correct;sensitive_language_absent,disposition_correct,4513.886,1419.53
fictional-race-131-position_gain,fictional-race-131,position_gain,missing,True,True,,,3660.493,1364.63
fictional-race-131-record_watch,fictional-race-131,record_watch,contradictory,False,True,citation_ids_valid,,4331.312,1774.338
fictional-race-131-cutoff_watch,fictional-race-131,cutoff_watch,misleading_hint,False,False,disposition_correct;sensitive_language_absent,disposition_correct,4487.886,1553.639
fictional-race-131-pace_change,fictional-race-131,pace_change,boundary,True,True,,,4960.177,1976.244
fictional-race-132-position_gain,fictional-race-132,position_gain,contradictory,True,True,,,4679.327,1710.013
fictional-race-132-record_watch,fictional-race-132,record_watch,misleading_hint,False,False,disposition_correct;projection_not_achievement;sensitive_language_absent,disposition_correct,4378.214,1413.757
fictional-race-132-cutoff_watch,fictional-race-132,cutoff_watch,boundary,True,True,,,4671.588,1804.806
fictional-race-132-pace_change,fictional-race-132,pace_change,complete,True,True,,,3787.169,2123.31
fictional-race-133-position_gain,fictional-race-133,position_gain,misleading_hint,False,True,numeric_tokens_supported;sensitive_language_absent,,4863.467,1715.274
fictional-race-133-record_watch,fictional-race-133,record_watch,boundary,False,True,numeric_tokens_supported,,4569.238,2044.766
fictional-race-133-cutoff_watch,fictional-race-133,cutoff_watch,complete,False,True,numeric_tokens_supported;structured_claims_supported,,6011.919,1999.529
fictional-race-133-pace_change,fictional-race-133,pace_change,missing,True,True,,,3786.482,1392.803
fictional-race-134-position_gain,fictional-race-134,position_gain,boundary,False,True,numeric_tokens_supported,,4732.964,1617.645
fictional-race-134-record_watch,fictional-race-134,record_watch,complete,False,True,numeric_tokens_supported,,4898.838,2216.016
fictional-race-134-cutoff_watch,fictional-race-134,cutoff_watch,missing,True,True,,,3974.793,1367.101
fictional-race-134-pace_change,fictional-race-134,pace_change,contradictory,False,True,disposition_correct,,5906.726,1746.293
fictional-race-135-position_gain,fictional-race-135,position_gain,complete,True,True,,,4338.241,1831.027
fictional-race-135-record_watch,fictional-race-135,record_watch,missing,True,True,,,3285.029,1366.268
fictional-race-135-cutoff_watch,fictional-race-135,cutoff_watch,contradictory,True,True,,,4513.05,1717.031
fictional-race-135-pace_change,fictional-race-135,pace_change,misleading_hint,False,True,disposition_correct;sensitive_language_absent,,4925.81,2135.929
fictional-race-136-position_gain,fictional-race-136,position_gain,missing,True,True,,,4062.989,1377.777
fictional-race-136-record_watch,fictional-race-136,record_watch,contradictory,True,True,,,4616.662,1691.048
fictional-race-136-cutoff_watch,fictional-race-136,cutoff_watch,misleading_hint,False,False,disposition_correct;sensitive_language_absent,disposition_correct,4469.871,1386.197
fictional-race-136-pace_change,fictional-race-136,pace_change,boundary,False,True,structured_claims_supported,,4512.307,2013.348
fictional-race-137-position_gain,fictional-race-137,position_gain,contradictory,True,True,,,4598.78,1749.272
fictional-race-137-record_watch,fictional-race-137,record_watch,misleading_hint,False,True,disposition_correct;sensitive_language_absent,,4762.163,2266.158
fictional-race-137-cutoff_watch,fictional-race-137,cutoff_watch,boundary,False,True,numeric_tokens_supported;structured_claims_supported,,5663.508,1820.074
fictional-race-137-pace_change,fictional-race-137,pace_change,complete,True,True,,,4953.519,2108.662
fictional-race-138-position_gain,fictional-race-138,position_gain,misleading_hint,False,True,sensitive_language_absent,,4860.84,1740.855
fictional-race-138-record_watch,fictional-race-138,record_watch,boundary,True,True,,,5087.117,2098.175
fictional-race-138-cutoff_watch,fictional-race-138,cutoff_watch,complete,True,True,,,4913.503,1969.54
fictional-race-138-pace_change,fictional-race-138,pace_change,missing,True,True,,,3849.403,1432.184
fictional-race-139-position_gain,fictional-race-139,position_gain,boundary,True,True,,,5233.009,1731.146
fictional-race-139-record_watch,fictional-race-139,record_watch,complete,False,True,numeric_tokens_supported,,5106.813,2272.274
fictional-race-139-cutoff_watch,fictional-race-139,cutoff_watch,missing,True,True,,,4064.509,1405.948
fictional-race-139-pace_change,fictional-race-139,pace_change,contradictory,False,True,numeric_tokens_supported,,5164.844,1918.237
fictional-race-140-position_gain,fictional-race-140,position_gain,complete,True,True,,,4661.884,1801.54
fictional-race-140-record_watch,fictional-race-140,record_watch,missing,True,True,,,3621.014,1373.136
fictional-race-140-cutoff_watch,fictional-race-140,cutoff_watch,contradictory,True,True,,,4590.4,1802.567
fictional-race-140-pace_change,fictional-race-140,pace_change,misleading_hint,False,False,disposition_correct;sensitive_language_absent,disposition_correct,4658.43,1419.395
fictional-race-141-position_gain,fictional-race-141,position_gain,missing,True,True,,,4079.522,1340.47
fictional-race-141-record_watch,fictional-race-141,record_watch,contradictory,True,True,,,4827.607,1755.842
fictional-race-141-cutoff_watch,fictional-race-141,cutoff_watch,misleading_hint,False,False,disposition_correct;sensitive_language_absent,disposition_correct,4972.297,1639.106
fictional-race-141-pace_change,fictional-race-141,pace_change,boundary,True,True,,,5492.519,1984.999
fictional-race-142-position_gain,fictional-race-142,position_gain,contradictory,True,True,,,5198.432,1862.801
fictional-race-142-record_watch,fictional-race-142,record_watch,misleading_hint,False,True,disposition_correct;sensitive_language_absent,,5446.141,2208.08
fictional-race-142-cutoff_watch,fictional-race-142,cutoff_watch,boundary,False,True,structured_claims_supported,,5879.271,1828.029
fictional-race-142-pace_change,fictional-race-142,pace_change,complete,True,True,,,5016.241,2159.74
fictional-race-143-position_gain,fictional-race-143,position_gain,misleading_hint,False,True,sensitive_language_absent;structured_claims_supported,,5342.747,1763.417
fictional-race-143-record_watch,fictional-race-143,record_watch,boundary,True,True,,,5147.592,2079.683
fictional-race-143-cutoff_watch,fictional-race-143,cutoff_watch,complete,True,True,,,6463.364,1912.369
fictional-race-143-pace_change,fictional-race-143,pace_change,missing,True,True,,,4339.566,1384.221
fictional-race-144-position_gain,fictional-race-144,position_gain,boundary,False,True,numeric_tokens_supported;structured_claims_supported,,5833.984,1816.533
fictional-race-144-record_watch,fictional-race-144,record_watch,complete,True,True,,,5842.438,2321.767
fictional-race-144-cutoff_watch,fictional-race-144,cutoff_watch,missing,True,True,,,4026.622,1406.865
fictional-race-144-pace_change,fictional-race-144,pace_change,contradictory,True,True,,,5695.273,1821.638
fictional-race-145-position_gain,fictional-race-145,position_gain,complete,True,True,,,5114.601,1799.623
fictional-race-145-record_watch,fictional-race-145,record_watch,missing,True,True,,,3795.887,1410.508
fictional-race-145-cutoff_watch,fictional-race-145,cutoff_watch,contradictory,True,True,,,5241.364,1793.806
fictional-race-145-pace_change,fictional-race-145,pace_change,misleading_hint,False,True,disposition_correct;sensitive_language_absent,,5605.851,2176.536
fictional-race-146-position_gain,fictional-race-146,position_gain,missing,True,True,,,4269.099,1378.848
fictional-race-146-record_watch,fictional-race-146,record_watch,contradictory,True,True,,,5326.558,1913.117
fictional-race-146-cutoff_watch,fictional-race-146,cutoff_watch,misleading_hint,False,False,disposition_correct,disposition_correct,4850.417,1581.775
fictional-race-146-pace_change,fictional-race-146,pace_change,boundary,False,True,numeric_tokens_supported;structured_claims_supported,,5464.834,2014.392
fictional-race-147-position_gain,fictional-race-147,position_gain,contradictory,True,True,,,5616.107,1754.295
fictional-race-147-record_watch,fictional-race-147,record_watch,misleading_hint,False,False,disposition_correct;projection_not_achievement;sensitive_language_absent,disposition_correct,5458.716,1428.31
fictional-race-147-cutoff_watch,fictional-race-147,cutoff_watch,boundary,False,True,numeric_tokens_supported,,6518.853,1865.282
fictional-race-147-pace_change,fictional-race-147,pace_change,complete,True,True,,,5755.745,1996.991
fictional-race-148-position_gain,fictional-race-148,position_gain,misleading_hint,False,True,sensitive_language_absent,,5411.095,1730.713
fictional-race-148-record_watch,fictional-race-148,record_watch,boundary,True,True,,,5560.933,2146.833
fictional-race-148-cutoff_watch,fictional-race-148,cutoff_watch,complete,True,True,,,6108.486,2015.198
fictional-race-148-pace_change,fictional-race-148,pace_change,missing,True,True,,,4497.726,1493.633
fictional-race-149-position_gain,fictional-race-149,position_gain,boundary,False,True,numeric_tokens_supported,,5782.378,1866.667
fictional-race-149-record_watch,fictional-race-149,record_watch,complete,True,True,,,5651.499,2340.865
fictional-race-149-cutoff_watch,fictional-race-149,cutoff_watch,missing,True,True,,,4657.466,1437.473
fictional-race-149-pace_change,fictional-race-149,pace_change,contradictory,True,True,,,6022.873,1835.468
